	gc.content	chrom.arm
chr8_56485737	0.406753583	chr8q
chr8_56620273	0.378027643	chr8q
chr8_56752967	0.374617397	chr8q
chr8_56892472	0.3970038	chr8q
chr8_57029312	0.386986036	chr8q
chr8_57171175	0.42131781	chr8q
chr8_57311696	0.414298727	chr8q
chr8_57446729	0.383834958	chr8q
chr8_57582355	0.383614486	chr8q
chr8_57721307	0.372704049	chr8q
chr8_57853224	0.383456896	chr8q
chr8_57986355	0.401048581	chr8q
chr8_58119678	0.400083308	chr8q
chr8_58251718	0.380711995	chr8q
chr8_58392365	0.389092572	chr8q
chr8_58530106	0.382148911	chr8q
chr8_58664025	0.395694845	chr8q
chr8_58804229	0.372500169	chr8q
chr8_58937488	0.374788683	chr8q
chr8_59067033	0.377436424	chr8q
chr8_59201400	0.369100278	chr8q
chr8_59332974	0.367962129	chr8q
chr8_59475986	0.355942398	chr8q
chr8_59615635	0.353555041	chr8q
chr8_59745957	0.357110209	chr8q
chr8_59890355	0.370585844	chr8q
chr8_60025630	0.380327025	chr8q
chr8_60169472	0.39347914	chr8q
chr8_60300559	0.409262192	chr8q
chr8_60447047	0.408934048	chr8q
chr8_60587588	0.408475534	chr8q
chr8_60720323	0.392024706	chr8q
chr8_60849848	0.435377929	chr8q
chr8_60983061	0.424490296	chr8q
chr8_61121818	0.404064246	chr8q
chr8_61267134	0.390014107	chr8q
chr8_61403947	0.396846462	chr8q
chr8_61543346	0.380545159	chr8q
chr8_61673730	0.387135663	chr8q
chr8_61804790	0.381581698	chr8q
chr8_61938722	0.364287982	chr8q
chr8_62080467	0.368088014	chr8q
chr8_62212900	0.377706507	chr8q
chr8_62358198	0.366938086	chr8q
chr8_62488378	0.370426806	chr8q
chr8_62619632	0.374816928	chr8q
chr8_62750045	0.375107127	chr8q
chr8_62897067	0.389138317	chr8q
chr8_63031374	0.403935702	chr8q
chr8_63181487	0.392946161	chr8q
chr8_63315089	0.389461451	chr8q
chr8_63451901	0.380367133	chr8q
chr8_63591687	0.363572563	chr8q
chr8_63721353	0.368621021	chr8q
chr8_63861639	0.350944442	chr8q
chr8_63991557	0.354853142	chr8q
chr8_64132373	0.36430041	chr8q
chr8_64267495	0.367263776	chr8q
chr8_64400748	0.386334204	chr8q
chr8_64537425	0.373497574	chr8q
chr8_64671375	0.383922645	chr8q
chr8_64803959	0.372470888	chr8q
chr8_64940050	0.370513324	chr8q
chr8_65077624	0.385199401	chr8q
chr8_65219875	0.386387418	chr8q
chr8_65349843	0.3901998	chr8q
chr8_65494738	0.41175829	chr8q
chr8_65641443	0.400327142	chr8q
chr8_65783889	0.381529775	chr8q
chr8_65919556	0.420443922	chr8q
chr8_66060752	0.402405965	chr8q
chr8_66193921	0.411123466	chr8q
chr8_66336017	0.412684408	chr8q
chr8_66469756	0.412890014	chr8q
chr8_66608437	0.413572586	chr8q
chr8_66755896	0.396805984	chr8q
chr8_66896534	0.405785676	chr8q
chr8_67046214	0.381614292	chr8q
chr8_67186932	0.381190392	chr8q
chr8_67321980	0.408276656	chr8q
chr8_67471364	0.393356582	chr8q
chr8_67614453	0.407751973	chr8q
chr8_67748922	0.392344075	chr8q
chr8_67884660	0.387022352	chr8q
chr8_68022497	0.362405133	chr8q
chr8_68150307	0.373076355	chr8q
chr8_68285727	0.380436574	chr8q
chr8_68425314	0.362336062	chr8q
chr8_68562485	0.36599695	chr8q
chr8_68696273	0.368186352	chr8q
chr8_68832617	0.368423814	chr8q
chr8_68966053	0.365297801	chr8q
chr8_69108044	0.368923662	chr8q
chr8_69244804	0.404509114	chr8q
chr8_69392771	0.384624652	chr8q
chr8_69525581	0.407802431	chr8q
chr8_69658719	0.394648879	chr8q
chr8_69794242	0.421901094	chr8q
chr8_69956517	0.451607224	chr8q
chr8_70109887	0.392274013	chr8q
chr8_70241443	0.368524312	chr8q
chr8_70373456	0.40243972	chr8q
chr8_70513636	0.395139245	chr8q
chr8_70654108	0.382229796	chr8q
chr8_70818428	0.374922826	chr8q
chr8_70962583	0.384859655	chr8q
chr8_71097679	0.388490323	chr8q
chr8_71226753	0.374598347	chr8q
chr8_71354973	0.373424022	chr8q
chr8_71498614	0.37569765	chr8q
chr8_71631202	0.387946718	chr8q
chr8_71771363	0.389454023	chr8q
chr8_71910563	0.381744233	chr8q
chr8_72043825	0.380482368	chr8q
chr8_72181106	0.383895221	chr8q
chr8_72327547	0.378396608	chr8q
chr8_72462461	0.377822341	chr8q
chr8_72597101	0.386889669	chr8q
chr8_72732765	0.388881004	chr8q
chr8_72866644	0.403506281	chr8q
chr8_73007534	0.406882078	chr8q
chr8_73145719	0.412641858	chr8q
chr8_73289701	0.434500532	chr8q
chr8_73423183	0.391287162	chr8q
chr8_73554736	0.373585414	chr8q
chr8_73695855	0.393472793	chr8q
chr8_73836589	0.416618861	chr8q
chr8_73986503	0.416143867	chr8q
chr8_74129802	0.410415623	chr8q
chr8_74269592	0.394774494	chr8q
chr8_74411473	0.367422831	chr8q
chr8_74548348	0.378707567	chr8q
chr8_74688332	0.372309451	chr8q
chr8_74819532	0.366894914	chr8q
chr8_74960169	0.355249798	chr8q
chr8_75094117	0.356869059	chr8q
chr8_75229514	0.362031275	chr8q
chr8_75378642	0.36806138	chr8q
chr8_75515755	0.351808151	chr8q
chr8_75659410	0.358535674	chr8q
chr8_75793260	0.344145281	chr8q
chr8_75924812	0.339779155	chr8q
chr8_76054405	0.347638006	chr8q
chr8_76190794	0.343659316	chr8q
chr8_76326568	0.347822067	chr8q
chr8_76467183	0.357452543	chr8q
chr8_76597038	0.361046287	chr8q
chr8_76726447	0.359885288	chr8q
chr8_76854071	0.372563685	chr8q
chr8_76987777	0.36725376	chr8q
chr8_77133864	0.340862923	chr8q
chr8_77265301	0.339776076	chr8q
chr8_77402044	0.334848974	chr8q
chr8_77532022	0.336699979	chr8q
chr8_77663706	0.346703864	chr8q
chr8_77794542	0.35156319	chr8q
chr8_77930418	0.347545266	chr8q
chr8_78070535	0.358738434	chr8q
chr8_78205193	0.347861197	chr8q
chr8_78335219	0.353194987	chr8q
chr8_78476362	0.350215919	chr8q
chr8_78605114	0.350424195	chr8q
chr8_78737836	0.361361078	chr8q
chr8_78875521	0.356082309	chr8q
chr8_79009212	0.361345351	chr8q
chr8_79143571	0.359121701	chr8q
chr8_79283660	0.381483726	chr8q
chr8_79420599	0.369161432	chr8q
chr8_79554172	0.380509723	chr8q
chr8_79689932	0.421409214	chr8q
chr8_79824986	0.400095765	chr8q
chr8_79962823	0.393712721	chr8q
chr8_80106001	0.423408823	chr8q
chr8_80250391	0.42529699	chr8q
chr8_80400733	0.403528818	chr8q
chr8_80543387	0.419525999	chr8q
chr8_80684737	0.399478821	chr8q
chr8_80818664	0.40750713	chr8q
chr8_80956453	0.40971717	chr8q
chr8_81088405	0.389648599	chr8q
chr8_81227420	0.385294675	chr8q
chr8_81364554	0.369825301	chr8q
chr8_81502219	0.384376134	chr8q
chr8_81637256	0.380885498	chr8q
chr8_81778939	0.37648114	chr8q
chr8_81916080	0.364688169	chr8q
chr8_82052901	0.355832327	chr8q
chr8_82190359	0.344512758	chr8q
chr8_82325846	0.358388495	chr8q
chr8_82458939	0.337918809	chr8q
chr8_82599964	0.335452892	chr8q
chr8_82729708	0.335858527	chr8q
chr8_82858411	0.339363308	chr8q
chr8_82989589	0.355154613	chr8q
chr8_83124992	0.350480769	chr8q
chr8_83258112	0.350335992	chr8q
chr8_83395169	0.347543372	chr8q
chr8_83540653	0.354084501	chr8q
chr8_83678332	0.35221243	chr8q
chr8_83808935	0.360127089	chr8q
chr8_83956233	0.354184707	chr8q
chr8_84095968	0.351228078	chr8q
chr8_84227515	0.352979985	chr8q
chr8_84357868	0.348041214	chr8q
chr8_84502575	0.348351169	chr8q
chr8_84637792	0.352197956	chr8q
chr8_84776853	0.365830776	chr8q
chr8_84914351	0.37010638	chr8q
chr8_85063627	0.378761864	chr8q
chr8_85209233	0.391101556	chr8q
chr8_85346454	0.385311141	chr8q
chr8_85480011	0.380977066	chr8q
chr8_85934215	0.382123733	chr8q
chr8_86063817	0.391780258	chr8q
chr8_86204600	0.380254147	chr8q
chr8_86338066	0.377945328	chr8q
chr8_86473747	0.38598261	chr8q
chr8_86614516	0.376786978	chr8q
chr8_86748751	0.359258795	chr8q
chr8_86884422	0.36885064	chr8q
chr8_87024091	0.367224095	chr8q
chr8_87158159	0.348186179	chr8q
chr8_87297616	0.351480772	chr8q
chr8_87452569	0.347646024	chr8q
chr8_87592375	0.362142036	chr8q
chr8_87734184	0.357590007	chr8q
chr8_87871562	0.374542104	chr8q
chr8_88005053	0.351552622	chr8q
chr8_88133963	0.350257069	chr8q
chr8_88274003	0.365520766	chr8q
chr8_88407057	0.356292554	chr8q
chr8_88544823	0.355589608	chr8q
chr8_88685128	0.353199832	chr8q
chr8_88825901	0.346788873	chr8q
chr8_88966537	0.349895594	chr8q
chr8_89102066	0.35466575	chr8q
chr8_89247541	0.360027703	chr8q
chr8_89384711	0.371684719	chr8q
chr8_89529382	0.374833164	chr8q
chr8_89679231	0.384120157	chr8q
chr8_89824308	0.375663734	chr8q
chr8_89956703	0.37684412	chr8q
chr8_90098844	0.366766057	chr8q
chr8_90230312	0.380338525	chr8q
chr8_90367850	0.376499284	chr8q
chr8_90516671	0.383123488	chr8q
chr8_90646449	0.385493391	chr8q
chr8_90787240	0.373194685	chr8q
chr8_90917065	0.358914651	chr8q
chr8_91046756	0.366097606	chr8q
chr8_91183531	0.368102747	chr8q
chr8_91319944	0.361660064	chr8q
chr8_91450951	0.374728754	chr8q
chr8_91603488	0.365650705	chr8q
chr8_91739648	0.382478286	chr8q
chr8_91887476	0.381454451	chr8q
chr8_92026140	0.383651995	chr8q
chr8_92158046	0.373924129	chr8q
chr8_92300024	0.385394095	chr8q
chr8_92449087	0.364453555	chr8q
chr8_92580802	0.37130473	chr8q
chr8_92710461	0.361143569	chr8q
chr8_92840545	0.342032196	chr8q
chr8_92970562	0.362348254	chr8q
chr8_93104584	0.378862537	chr8q
chr8_93237107	0.394289247	chr8q
chr8_93366513	0.400743793	chr8q
chr8_93513597	0.399622504	chr8q
chr8_93645519	0.394582453	chr8q
chr8_93788868	0.414968714	chr8q
chr8_93928546	0.429102621	chr8q
chr8_94077268	0.409521461	chr8q
chr8_94215146	0.416529218	chr8q
chr8_94350954	0.375160889	chr8q
chr8_94488471	0.412501928	chr8q
chr8_94637600	0.411833767	chr8q
chr8_94783251	0.410487892	chr8q
chr8_94926254	0.423456699	chr8q
chr8_95062164	0.422529449	chr8q
chr8_95201475	0.422495922	chr8q
chr8_95332681	0.420451852	chr8q
chr8_95471886	0.377856287	chr8q
chr8_95617092	0.38689825	chr8q
chr8_95751471	0.395468374	chr8q
chr8_95890185	0.389467588	chr8q
chr8_96023146	0.4128694	chr8q
chr8_96166385	0.409764948	chr8q
chr8_96300313	0.429700019	chr8q
chr8_96433855	0.409766706	chr8q
chr8_96569049	0.401677736	chr8q
chr8_96701847	0.380267969	chr8q
chr8_96839400	0.382443373	chr8q
chr8_96968844	0.382005337	chr8q
chr8_97107863	0.414107956	chr8q
chr8_97246735	0.417198659	chr8q
chr8_97386618	0.413910424	chr8q
chr8_97535341	0.423222908	chr8q
chr8_97684461	0.435923614	chr8q
chr8_97837263	0.450578902	chr8q
chr8_97977183	0.428837321	chr8q
chr8_98118486	0.419954679	chr8q
chr8_98251317	0.412243615	chr8q
chr8_98391341	0.412009134	chr8q
chr8_98524906	0.368723186	chr8q
chr8_98673847	0.387446402	chr8q
chr8_98829404	0.416867138	chr8q
chr8_98967412	0.381583266	chr8q
chr8_99116711	0.355155291	chr8q
chr8_99253454	0.358050103	chr8q
chr8_99395800	0.348871301	chr8q
chr8_99537689	0.359868531	chr8q
chr8_99681297	0.378907039	chr8q
chr8_99819893	0.411475709	chr8q
chr8_99962577	0.376844372	chr8q
chr8_100110256	0.399669649	chr8q
chr8_100255556	0.394283631	chr8q
chr8_100389977	0.440093572	chr8q
chr8_100527625	0.420661302	chr8q
chr8_100664809	0.432631204	chr8q
chr8_100807850	0.441851725	chr8q
chr8_100954200	0.445461387	chr8q
chr8_101093725	0.435794677	chr8q
chr8_101225225	0.427157311	chr8q
chr8_101357867	0.432069954	chr8q
chr8_101500131	0.399117451	chr8q
chr8_101633608	0.425975235	chr8q
chr8_101779701	0.391775856	chr8q
chr8_101914329	0.404677755	chr8q
chr8_102049009	0.4030986	chr8q
chr8_102184425	0.388376849	chr8q
chr8_102323303	0.40971483	chr8q
chr8_102467042	0.4482495	chr8q
chr8_102607002	0.461775792	chr8q
chr8_102744428	0.452083819	chr8q
chr8_102881772	0.436515336	chr8q
chr8_103027634	0.410190889	chr8q
chr8_103159124	0.413267383	chr8q
chr8_103289323	0.390711534	chr8q
chr8_103426913	0.375605104	chr8q
chr8_103565319	0.367993731	chr8q
chr8_103706960	0.360413003	chr8q
chr8_103853109	0.346057811	chr8q
chr8_103989277	0.331908191	chr8q
chr8_104122597	0.355434276	chr8q
chr8_104255623	0.422451193	chr8q
chr8_104395767	0.388220303	chr8q
chr8_104529964	0.381306253	chr8q
chr8_104665068	0.40469953	chr8q
chr8_104802869	0.377858879	chr8q
chr8_104933296	0.367114454	chr8q
chr8_105069447	0.359443956	chr8q
chr8_105197926	0.362325097	chr8q
chr8_105332286	0.358041343	chr8q
chr8_105466480	0.365675686	chr8q
chr8_105597495	0.356298395	chr8q
chr8_105729870	0.368728375	chr8q
chr8_105867733	0.364054535	chr8q
chr8_106006432	0.373182854	chr8q
chr8_106151302	0.373306669	chr8q
chr8_106281814	0.366372377	chr8q
chr8_106414223	0.36727785	chr8q
chr8_106546262	0.376022971	chr8q
chr8_106681041	0.369565533	chr8q
chr8_106818635	0.382686986	chr8q
chr8_106954140	0.368400153	chr8q
chr8_107092647	0.370593075	chr8q
chr8_107222698	0.361555756	chr8q
chr8_107356575	0.363246335	chr8q
chr8_107488034	0.381809129	chr8q
chr8_107622596	0.380508182	chr8q
chr8_107764317	0.381060416	chr8q
chr8_107903602	0.371850463	chr8q
chr8_108040130	0.384952619	chr8q
chr8_108195465	0.369917991	chr8q
chr8_108327524	0.37340161	chr8q
chr8_108463051	0.362346637	chr8q
chr8_108602263	0.372168845	chr8q
chr8_108735071	0.371636901	chr8q
chr8_108865085	0.369249655	chr8q
chr8_109004381	0.37592985	chr8q
chr8_109137467	0.372180646	chr8q
chr8_109272826	0.368599193	chr8q
chr8_109412574	0.35602357	chr8q
chr8_109544099	0.385448986	chr8q
chr8_109676887	0.370710903	chr8q
chr8_109810773	0.362986657	chr8q
chr8_109954894	0.362019245	chr8q
chr8_110088746	0.348275325	chr8q
chr8_110223467	0.344023996	chr8q
chr8_110357821	0.338535591	chr8q
chr8_110493275	0.344339375	chr8q
chr8_110626414	0.340688644	chr8q
chr8_110754666	0.341072344	chr8q
chr8_110885389	0.344723236	chr8q
chr8_111024840	0.334622163	chr8q
chr8_111153639	0.35029468	chr8q
chr8_111291246	0.335879836	chr8q
chr8_111422799	0.343682615	chr8q
chr8_111555433	0.347159962	chr8q
chr8_111693741	0.351992606	chr8q
chr8_111824650	0.353750923	chr8q
chr8_111955991	0.351143855	chr8q
chr8_112091454	0.358930367	chr8q
chr8_112233671	0.331862982	chr8q
chr8_112364252	0.349676911	chr8q
chr8_112493783	0.340591368	chr8q
chr8_112629908	0.340327844	chr8q
chr8_112763203	0.3438693	chr8q
chr8_112896271	0.321184922	chr8q
chr8_113023503	0.34104024	chr8q
chr8_113153300	0.333027971	chr8q
chr8_113284292	0.330353487	chr8q
chr8_113416178	0.36277232	chr8q
chr8_113554113	0.346727432	chr8q
chr8_113691910	0.347423393	chr8q
chr8_113822120	0.342801662	chr8q
chr8_113959103	0.339619936	chr8q
chr8_114098606	0.3498403	chr8q
chr8_114242626	0.34748894	chr8q
chr8_114382547	0.337979326	chr8q
chr8_114517502	0.346297399	chr8q
chr8_114660307	0.340842835	chr8q
chr8_114791341	0.348537914	chr8q
chr8_114922968	0.356031258	chr8q
chr8_115058487	0.362094153	chr8q
chr8_115189232	0.362693696	chr8q
chr8_115326367	0.370312256	chr8q
chr8_115460842	0.349711095	chr8q
chr8_115589777	0.357128292	chr8q
chr8_115717283	0.368215089	chr8q
chr8_115857319	0.358582208	chr8q
chr8_115985999	0.363478635	chr8q
chr8_116116257	0.382523749	chr8q
chr8_116250036	0.385512109	chr8q
chr8_116388318	0.396256241	chr8q
chr8_116528124	0.415133384	chr8q
chr8_116661497	0.382520409	chr8q
chr8_116796729	0.385382384	chr8q
chr8_116930116	0.394873165	chr8q
chr8_117064858	0.380756844	chr8q
chr8_117198069	0.378875129	chr8q
chr8_117328484	0.379804031	chr8q
chr8_117466363	0.386394306	chr8q
chr8_117601233	0.39139923	chr8q
chr8_117733663	0.404306844	chr8q
chr8_117867868	0.413647003	chr8q
chr8_118002872	0.413473233	chr8q
chr8_118135253	0.401041978	chr8q
chr8_118269037	0.396779937	chr8q
chr8_118401022	0.391418505	chr8q
chr8_118535847	0.397235904	chr8q
chr8_118671877	0.379583561	chr8q
chr8_118810961	0.377186698	chr8q
chr8_118944953	0.371944305	chr8q
chr8_119074588	0.383312876	chr8q
chr8_119213904	0.384631459	chr8q
chr8_119367035	0.395836995	chr8q
chr8_119514957	0.393396354	chr8q
chr8_119654910	0.388997921	chr8q
chr8_119791975	0.416223141	chr8q
chr8_119938716	0.432224086	chr8q
chr8_120087767	0.381971168	chr8q
chr8_120227055	0.383907092	chr8q
chr8_120369217	0.357632734	chr8q
chr8_120502923	0.398365831	chr8q
chr8_120637548	0.39938928	chr8q
chr8_120776728	0.385161271	chr8q
chr8_120909610	0.374514179	chr8q
chr8_121044948	0.382026755	chr8q
chr8_121186603	0.37067578	chr8q
chr8_121317696	0.375726302	chr8q
chr8_121460715	0.383419875	chr8q
chr8_121599761	0.389145173	chr8q
chr8_121735461	0.378846607	chr8q
chr8_121871166	0.373108629	chr8q
chr8_122010549	0.370183323	chr8q
chr8_122145393	0.365253282	chr8q
chr8_122286402	0.37336841	chr8q
chr8_122424764	0.400681568	chr8q
chr8_122559160	0.424872601	chr8q
chr8_122690244	0.446843291	chr8q
chr8_122822993	0.462453034	chr8q
chr8_122957397	0.423429024	chr8q
chr8_123098965	0.442838399	chr8q
chr8_123238438	0.397182882	chr8q
chr8_123381279	0.445385185	chr8q
chr8_123527027	0.443275609	chr8q
chr8_123660303	0.424420021	chr8q
chr8_123791687	0.400833106	chr8q
chr8_123930685	0.422944452	chr8q
chr8_124062498	0.415143524	chr8q
chr8_124194079	0.413334765	chr8q
chr8_124333789	0.413891875	chr8q
chr8_124477974	0.433437162	chr8q
chr8_124615701	0.44689312	chr8q
chr8_124750739	0.430721754	chr8q
chr8_124888459	0.419978604	chr8q
chr8_125025866	0.395270092	chr8q
chr8_125158173	0.38961432	chr8q
chr8_125296941	0.459814388	chr8q
chr8_125440251	0.460080405	chr8q
chr8_125576310	0.446870972	chr8q
chr8_125715970	0.405807461	chr8q
chr8_125848868	0.379593339	chr8q
chr8_125979247	0.381570506	chr8q
chr8_126113293	0.374960192	chr8q
chr8_126251456	0.391259372	chr8q
chr8_126395496	0.417450843	chr8q
chr8_126537896	0.423632865	chr8q
chr8_126671972	0.384660583	chr8q
chr8_126813229	0.397908348	chr8q
chr8_126946712	0.380421847	chr8q
chr8_127083681	0.387927673	chr8q
chr8_127222163	0.4018953	chr8q
chr8_127359449	0.409626698	chr8q
chr8_127496631	0.418405893	chr8q
chr8_127628730	0.443144231	chr8q
chr8_127764775	0.462554761	chr8q
chr8_127909039	0.473224684	chr8q
chr8_128042128	0.440013714	chr8q
chr8_128173383	0.398053554	chr8q
chr8_128303569	0.404002855	chr8q
chr8_128438073	0.387644719	chr8q
chr8_128572299	0.375334417	chr8q
chr8_128705740	0.387317963	chr8q
chr8_128863538	0.383729281	chr8q
chr8_129002782	0.380011845	chr8q
chr8_129132799	0.380647031	chr8q
chr8_129267383	0.380408481	chr8q
chr8_129403350	0.383934357	chr8q
chr8_129536068	0.397158277	chr8q
chr8_129672253	0.406391449	chr8q
chr8_129811658	0.399078158	chr8q
chr8_129947907	0.46899993	chr8q
chr8_130090197	0.407287171	chr8q
chr8_130223884	0.401341703	chr8q
chr8_130351334	0.454343707	chr8q
chr8_130486967	0.427583419	chr8q
chr8_130620569	0.410921318	chr8q
chr8_130754692	0.415101622	chr8q
chr8_130884241	0.399022448	chr8q
chr8_131013339	0.392997164	chr8q
chr8_131149797	0.381101538	chr8q
chr8_131296973	0.375306953	chr8q
chr8_131435838	0.380602259	chr8q
chr8_131573885	0.375299998	chr8q
chr8_131710136	0.406649562	chr8q
chr8_131851228	0.376078524	chr8q
chr8_131990191	0.416782122	chr8q
chr8_132122999	0.430203075	chr8q
chr8_132255118	0.431671424	chr8q
chr8_132386132	0.444547819	chr8q
chr8_132517263	0.401302019	chr8q
chr8_132655818	0.400344441	chr8q
chr8_132787045	0.395331426	chr8q
chr8_132913937	0.448177769	chr8q
chr8_133042598	0.463962138	chr8q
chr8_133170853	0.489725814	chr8q
chr8_133298942	0.450268477	chr8q
chr8_133433404	0.488934525	chr8q
chr8_133566340	0.457072529	chr8q
chr8_133700811	0.441775299	chr8q
chr8_133835977	0.41464591	chr8q
chr8_133970745	0.39761956	chr8q
chr8_134110215	0.389422194	chr8q
chr8_134240847	0.41609075	chr8q
chr8_134376428	0.457761733	chr8q
chr8_134509388	0.43822671	chr8q
chr8_134637534	0.441964	chr8q
chr8_134778145	0.402186492	chr8q
chr8_134907759	0.438932491	chr8q
chr8_135038868	0.419610213	chr8q
chr8_135172890	0.417131778	chr8q
chr8_135309058	0.426254665	chr8q
chr8_135443297	0.389541951	chr8q
chr8_135573283	0.417015699	chr8q
chr8_135702211	0.433453526	chr8q
chr8_135839213	0.406200044	chr8q
chr8_135984341	0.391577701	chr8q
chr8_136114448	0.390088598	chr8q
chr8_136253278	0.374311103	chr8q
chr8_136382470	0.374480589	chr8q
chr8_136517238	0.367513743	chr8q
chr8_136648395	0.371338172	chr8q
chr8_136783983	0.372369041	chr8q
chr8_136921908	0.366246535	chr8q
chr8_137057183	0.366065704	chr8q
chr8_137188195	0.376779679	chr8q
chr8_137325790	0.37364583	chr8q
chr8_137459082	0.377449601	chr8q
chr8_137594104	0.366697495	chr8q
chr8_137723854	0.39280487	chr8q
chr8_137865283	0.398584323	chr8q
chr8_137998788	0.40377908	chr8q
chr8_138146443	0.431013165	chr8q
chr8_138283933	0.419756824	chr8q
chr8_138422680	0.418076166	chr8q
chr8_138555706	0.447011995	chr8q
chr8_138684839	0.472019447	chr8q
chr8_138819772	0.467671544	chr8q
chr8_138953586	0.413757076	chr8q
chr8_139088542	0.423228407	chr8q
chr8_139219554	0.437521418	chr8q
chr8_139350870	0.417686048	chr8q
chr8_139484694	0.450820379	chr8q
chr8_139612257	0.517304929	chr8q
chr8_139740313	0.520246513	chr8q
chr8_139870285	0.489515822	chr8q
chr8_140006205	0.46299874	chr8q
chr8_140137158	0.45020964	chr8q
chr8_140271913	0.452540539	chr8q
chr8_140414245	0.482804172	chr8q
chr8_140565648	0.474558715	chr8q
chr8_140705637	0.399510287	chr8q
chr8_140837551	0.38537311	chr8q
chr8_140972672	0.493384746	chr8q
chr8_141114012	0.524975265	chr8q
chr8_141247424	0.552509401	chr8q
chr8_141381180	0.558197317	chr8q
chr8_141511985	0.571740664	chr8q
chr8_141778222	0.50130746	chr8q
chr8_141920865	0.539002453	chr8q
chr8_142049280	0.542365506	chr8q
chr8_142180271	0.571748586	chr8q
chr8_142310176	0.548418533	chr8q
chr8_142440498	0.605801384	chr8q
chr8_142569088	0.55515442	chr8q
chr8_142700879	0.542626439	chr8q
chr8_142836243	0.47604421	chr8q
chr8_142985350	0.502090123	chr8q
chr8_143130796	0.558340623	chr8q
chr8_143268360	0.574974748	chr8q
chr8_143405973	0.591226517	chr8q
chr8_143538144	0.55908895	chr8q
chr8_143681978	0.560231288	chr8q
chr8_143818950	0.601646938	chr8q
chr8_143961019	0.572920407	chr8q
chr8_144333531	0.601171818	chr8q
chr8_144475689	0.56347164	chr8q
chr8_144616750	0.500354091	chr8q
chr8_144765017	0.505842893	chr8q
chr8_144914686	0.437118407	chr8q
chr9_10000	0.414149159	chr9p
chr9_311290	0.422834882	chr9p
chr9_448107	0.424075259	chr9p
chr9_584064	0.413521886	chr9p
chr9_720613	0.446477344	chr9p
chr9_868896	0.437755828	chr9p
chr9_1003752	0.408622506	chr9p
chr9_1139513	0.399647244	chr9p
chr9_1284656	0.399587105	chr9p
chr9_1419315	0.3870294	chr9p
chr9_1550504	0.387394259	chr9p
chr9_1696025	0.39135491	chr9p
chr9_1837909	0.404309537	chr9p
chr9_1975650	0.399768393	chr9p
chr9_2105180	0.408517729	chr9p
chr9_2238408	0.410263875	chr9p
chr9_2372373	0.389477811	chr9p
chr9_2510101	0.40538212	chr9p
chr9_2648225	0.404644484	chr9p
chr9_2781243	0.395480807	chr9p
chr9_2917462	0.39659253	chr9p
chr9_3047177	0.375216496	chr9p
chr9_3187480	0.36305007	chr9p
chr9_3320054	0.351897135	chr9p
chr9_3454599	0.361298769	chr9p
chr9_3592853	0.383553855	chr9p
chr9_3730028	0.407769872	chr9p
chr9_3864805	0.395710987	chr9p
chr9_3993879	0.399538232	chr9p
chr9_4122515	0.398943883	chr9p
chr9_4261136	0.413521629	chr9p
chr9_4392348	0.410193635	chr9p
chr9_4540617	0.414066037	chr9p
chr9_4681993	0.409453881	chr9p
chr9_4821999	0.412437777	chr9p
chr9_4968649	0.374448807	chr9p
chr9_5109480	0.382203085	chr9p
chr9_5253932	0.384697193	chr9p
chr9_5407198	0.404523404	chr9p
chr9_5546960	0.396558983	chr9p
chr9_5689476	0.374581892	chr9p
chr9_5828794	0.403761783	chr9p
chr9_5965325	0.398960101	chr9p
chr9_6110916	0.389179708	chr9p
chr9_6256291	0.402829927	chr9p
chr9_6421949	0.403261789	chr9p
chr9_6564938	0.450403835	chr9p
chr9_6717228	0.435912604	chr9p
chr9_6871057	0.384004357	chr9p
chr9_7003243	0.38098001	chr9p
chr9_7132507	0.420554179	chr9p
chr9_7270513	0.404597718	chr9p
chr9_7404362	0.393543795	chr9p
chr9_7536421	0.390679439	chr9p
chr9_7673902	0.394152769	chr9p
chr9_7808393	0.381567813	chr9p
chr9_7946662	0.379139398	chr9p
chr9_8089074	0.378731166	chr9p
chr9_8226129	0.381254231	chr9p
chr9_8360538	0.368334688	chr9p
chr9_8487295	0.366462916	chr9p
chr9_8615720	0.374705643	chr9p
chr9_8746089	0.383287272	chr9p
chr9_8879245	0.361322797	chr9p
chr9_9014141	0.35821144	chr9p
chr9_9146292	0.357318064	chr9p
chr9_9277973	0.342944984	chr9p
chr9_9411006	0.345965909	chr9p
chr9_9543415	0.347011184	chr9p
chr9_9673065	0.347622025	chr9p
chr9_9805804	0.353894635	chr9p
chr9_9942890	0.351134886	chr9p
chr9_10076736	0.344582383	chr9p
chr9_10211740	0.347426876	chr9p
chr9_10343195	0.340079057	chr9p
chr9_10478540	0.342113748	chr9p
chr9_10611905	0.357755232	chr9p
chr9_10744177	0.368483138	chr9p
chr9_10890835	0.364210556	chr9p
chr9_11032061	0.351031768	chr9p
chr9_11162129	0.354926328	chr9p
chr9_11299087	0.349671947	chr9p
chr9_11429249	0.354509491	chr9p
chr9_11562213	0.343730571	chr9p
chr9_11703757	0.342172531	chr9p
chr9_11838724	0.345593788	chr9p
chr9_11979094	0.344328908	chr9p
chr9_12112481	0.343940823	chr9p
chr9_12244966	0.355428103	chr9p
chr9_12383928	0.354588969	chr9p
chr9_12518261	0.353314258	chr9p
chr9_12648969	0.353396029	chr9p
chr9_12778165	0.362604598	chr9p
chr9_12911652	0.379467648	chr9p
